"일련번호","시장/마트 번호","시장/마트 이름","품목 번호","품목 이름","실판매규격","가격(원)","년도-월","비고","시장유형 구분(시장/마트) 코드","시장유형 구분(시장/마트) 이름","자치구 코드","자치구 이름","점검일자"
"1246568","38","송화시장","311","오이(다다기)","1개","700","2018-05","안성(3개2000원)","001","전통시장","500000","강서구","2018-05-31"
"1246569","38","송화시장","119","호박(인큐베이터)","1개","1500","2018-05","진주","001","전통시장","500000","강서구","2018-05-31"
"1246570","38","송화시장","58","쇠고기(한우,불고기)","600g","29000","2018-05","강원도(앞다리)","001","전통시장","500000","강서구","2018-05-31"
"1246571","38","송화시장","202","돼지고기(생삼겹살)","600g","11800","2018-05","영남","001","전통시장","500000","강서구","2018-05-31"
"1246572","38","송화시장","283","닭고기(육계)","1kg","5500","2018-05","하림","001","전통시장","500000","강서구","2018-05-31"
"1246573","38","송화시장","171","달걀(10개)","10개","1567","2018-05","왕란(30개 4700원)","001","전통시장","500000","강서구","2018-05-31"
"1246574","38","송화시장","320","달걀(30개)","30개","4700","2018-05","왕란","001","전통시장","500000","강서구","2018-05-31"
"1246575","38","송화시장","260","조기(냉동,수입산)","1마리(20cm)","3000","2018-05","중국(부세)","001","전통시장","500000","강서구","2018-05-31"
"1246576","38","송화시장","152","명태(러시아,냉동)","1마리(45cm)","3000","2018-05","러시아","001","전통시장","500000","강서구","2018-05-31"
"1246577","38","송화시장","256","오징어(냉동,국산)","1마리(25cm)","3500","2018-05","동해안(해동)","001","전통시장","500000","강서구","2018-05-31"
"1246578","38","송화시장","250","갈치(생물, 국산)","1마리(27cm)","3000","2018-05","부산","001","전통시장","500000","강서구","2018-05-31"
"1246579","213","화곡본동시장","237","사과(부사),중급(대)","1개(320g)","1666","2018-05","경북(6개10000원)","001","전통시장","500000","강서구","2018-05-31"
"1246580","213","화곡본동시장","276","배(신고)","1개(600g)","2500","2018-05","신고","001","전통시장","500000","강서구","2018-05-31"
"1246581","213","화곡본동시장","307","배추(2.5~3kg)","1포기","3000","2018-05","해남(한 망 9000원)","001","전통시장","500000","강서구","2018-05-31"
"1246582","213","화곡본동시장","308","무(1kg)","1개","1500","2018-05","제주(햇무우)","001","전통시장","500000","강서구","2018-05-31"
"1246583","213","화곡본동시장","309","양파(1.5kg망)","1,5kg","2000","2018-05","무안","001","전통시장","500000","강서구","2018-05-31"
"1246584","213","화곡본동시장","310","상추(100g)","100g","625","2018-05","400g(2500원)","001","전통시장","500000","강서구","2018-05-31"
"1246585","213","화곡본동시장","311","오이(다다기)","1개 ","400","2018-05","안성(5개  2000원)","001","전통시장","500000","강서구","2018-05-31"
"1246586","213","화곡본동시장","277","호박","1개","1000","2018-05","진주","001","전통시장","500000","강서구","2018-05-31"
"1246587","213","화곡본동시장","58","쇠고기(한우,불고기)","600g","29000","2018-05","안양(앞다리)","001","전통시장","500000","강서구","2018-05-31"
"1246588","213","화곡본동시장","99","돼지고기(생삼겹살)","600g","13500","2018-05","안양","001","전통시장","500000","강서구","2018-05-31"
"1246589","213","화곡본동시장","283","닭고기(육계)","1kg","6000","2018-05","하림","001","전통시장","500000","강서구","2018-05-31"
"1246590","213","화곡본동시장","171","달걀(10개)","10개","1567","2018-05","왕란30개 4700원)","001","전통시장","500000","강서구","2018-05-31"
"1246591","213","화곡본동시장","320","달걀(30개)","30개","4700","2018-05","왕란","001","전통시장","500000","강서구","2018-05-31"
"1246592","213","화곡본동시장","260","조기(냉동,수입산)","1마리(20cm)","3000","2018-05","중국(부세)","001","전통시장","500000","강서구","2018-05-31"
"1246593","213","화곡본동시장","152","명태(러시아,냉동)","1마리(45cm)","3000","2018-05","러시아","001","전통시장","500000","강서구","2018-05-31"
"1246594","213","화곡본동시장","256","오징어(냉동,국산)","1마리(25cm)","4000","2018-05","동해안","001","전통시장","500000","강서구","2018-05-31"
"1246595","213","화곡본동시장","268","고등어(냉동,국산)","1마리(27cm)","3000","2018-05","부산(해동)","001","전통시장","500000","강서구","2018-05-31"
"1246596","40","홈플러스등촌점","305","사과(부사, 300g)","1개","1332","2018-05","경북((6개 7990원)","002","대형마트","500000","강서구","2018-05-31"
"1246597","40","홈플러스등촌점","284","배(중품)","1개(500g)","1290","2018-05","맛이이쁜배","002","대형마트","500000","강서구","2018-05-31"
"1246598","40","홈플러스등촌점","307","배추(2.5~3kg)","1포기","2490","2018-05","해남","002","대형마트","500000","강서구","2018-05-31"
"1246599","40","홈플러스등촌점","308","무(1kg)","1개","2150","2018-05","제주","002","대형마트","500000","강서구","2018-05-31"
